IP,timestamp,method,uri,status_code,bytes
66.249.66.91,1/22/2019 4:37,GET,/image/4852,200,5044
5.62.222.160,1/22/2019 4:37,GET,/settings/logo,200,4120
23.101.169.3,1/22/2019 4:37,GET,/image/113/brand,200,2287
23.101.169.3,1/22/2019 4:37,GET,/static/images/coming-soon.png,200,2356
23.101.169.3,1/22/2019 4:37,GET,/static/images/zanbil/Information-Icon.png,200,1429
23.101.169.3,1/22/2019 4:37,GET,/image/31011/product/50x50,200,1367
54.36.149.85,1/22/2019 4:37,GET,/blog/tag/%D9%86%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%B1-aoc/feed/,200,2423
66.249.66.194,1/22/2019 4:37,GET,"/m/filter/b1,b103,b126,b135,b151,b183,b185,b19,b192,b194,b213,b215,b218,b219,b221,b224,b231,b238,b261,b3,b321,b36,b41,b435,b441,b482,b484,b497,b5,b50,b542,b568,b573,b598,b614,b619,b63,b703,b723,b724,b734,b74,b82,b88,b880,b95,b99",200,26507
23.101.169.3,1/22/2019 4:37,GET,/image/31011,200,10691
23.101.169.3,1/22/2019 4:37,GET,/static/bundle-bundle_site_defer.min.js,200,185207
23.101.169.3,1/22/2019 4:37,GET,/image/31011,200,119636
66.249.66.194,1/22/2019 4:37,GET,/product/33889/64618/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%A8%D8%A7%DB%8C-%D8%B3%D8%A7%DB%8C%D8%AF-%D8%AF%D9%88%D9%88-%D9%85%D8%AF%D9%84-D2S-3033GW,200,43986
85.239.198.13,1/22/2019 4:37,GET,/image/33888,200,3975
157.55.39.245,1/22/2019 4:37,GET,/product/17516,200,41064
91.99.72.15,1/22/2019 4:37,GET,/product/8248/10330/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D9%87%D8%A7%DB%8C%D8%B3%D9%86%D8%B3-%D9%85%D8%AF%D9%84-RD-46WC4SASS,200,41823
23.101.169.3,1/22/2019 4:37,GET,/static/images/icons/btn-search.png,200,393
23.101.169.3,1/22/2019 4:37,GET,/static/images/search-category-arrow.png,200,217
23.101.169.3,1/22/2019 4:37,GET,/image/31011,200,5563
23.101.169.3,1/22/2019 4:37,GET,/image/31011,200,13418
207.46.13.136,1/22/2019 4:37,GET,/filter/b1%2Cb200%2Cb244%2Cb36%2Cb613%2Cb19,200,37892
66.249.66.91,1/22/2019 4:37,GET,/filter/b36%2Cb41%2Cb598%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb35%2Cb321%2Cb5%2Cb261%2Cb442%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb435%2Cb183%2Cb542%2Cb135%2Cb63%2Cb497%2Cb619%2Cb613%2Cb126%2Cb74%2Cb441%2Cb568%2Cb880%2Cb647%2Cb185%2Cb584%2Cb224%2Cb213%2Cb3%2Cb570%2Cb198%2Cb238%2Cb485%2Cb574%2Cb186%2Cb548%2Cstexists%2Cb215%2Cb904%2Cb615%2Cb603%2Cb203%2Cb43%2Cb152%2Cb95%2Cb147%2Cb143%2Cb656%2Cb2%2Cb308%2Cb80%2Cb22%2Cb883%2Cb523%2Cb903%2Cb50,200,40985
213.207.229.63,1/22/2019 4:37,GET,/,302,0
66.249.66.194,1/22/2019 4:37,GET,"/m/filter/b132,b36,b8,p5",200,19076
23.101.169.3,1/22/2019 4:37,GET,/plugins/ckeditor-3.6.2.2/js/ckeditor/ckeditor.js,302,0
91.99.72.15,1/22/2019 4:37,GET,/product/31907/62114/%D9%87%D9%85%D8%B2%D9%86-%D8%AF%D8%B3%D8%AA%DB%8C-%D8%A8%D9%84%DA%A9-%D8%A7%D9%86%D8%AF-%D8%AF%DA%A9%D8%B1-%D9%85%D8%AF%D9%84-M240,200,41078
23.101.169.3,1/22/2019 4:37,GET,/image/31011,200,22470
213.207.229.63,1/22/2019 4:37,GET,/m,200,17156
157.55.39.245,1/22/2019 4:37,GET,/article/1047,200,28632
23.101.169.3,1/22/2019 4:37,GET,/image/32553/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/2/productTypeMenu,200,11
5.62.222.160,1/22/2019 4:37,GET,/image/30421,200,23908
23.101.169.3,1/22/2019 4:37,GET,/static/plugins/ckeditor-3.6.2.2/js/ckeditor/ckeditor.min.js,200,116467
5.62.222.160,1/22/2019 4:37,GET,/image/30421,200,137846
51.15.15.54,1/22/2019 4:37,GET,/blog/home-appliances/big-kitchen-appliances/dishwasher/,200,21112
207.46.13.136,1/22/2019 4:37,GET,"/filter/b292,p6446",200,34741
23.101.169.3,1/22/2019 4:37,GET,/image/13794/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/46/productTypeMenu,200,11
213.207.229.63,1/22/2019 4:37,GET,/settings/logo,200,4120
91.99.72.15,1/22/2019 4:37,GET,/product/31580/61632/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%A7%D9%84-%D8%AC%DB%8C-%D9%85%D8%AF%D9%84-%28LG-G6-Prime-Dual-64GB-4G-%28H870DS,200,42029
66.249.66.91,1/22/2019 4:37,GET,/filter/b481%2Cb226%2Cb570%2Cb80%2Cb270%2Cb903%2Cb883%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb42%2Cb198%2Cb35%2Cb183%2Cb219%2Cb308%2Cb126%2Cb523%2Cb900%2Cb188%2Cb703%2Cb890%2Cb236%2Cb74%2Cb400%2Cb209%2Cb19%2Cb454%2Cb651%2Cb202%2Cb4%2Cb22%2Cb238%2Cb6%2Cb596%2Cb143%2Cb877%2Cb485%2Cb221%2Cb194%2Cb136%2Cb647%2Cb546%2Cb105%2Cb185%2Cb568%2Cb151%2Cb88%2Cb43%2Cb597%2Cb103%2Cb613%2Cb880%2Cb212%2Cb861%2Cb148%2Cb135%2Cb186%2Cb778%2Cb113%2Cb99%2Cb584%2Cb724%2Cb224%2Cb879%2Cb441%2Cb256,200,41938
66.249.66.194,1/22/2019 4:37,GET,/product/27684/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%A8%D9%88%D8%B4-%D9%85%D8%AF%D9%84-BOSCH-Bottom-Freezer-KGD57P204,200,43837
23.101.169.3,1/22/2019 4:37,GET,/image/8/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/18342/productTypeMenu,200,11
91.99.72.15,1/22/2019 4:37,GET,/product/4272,200,42409
85.239.198.13,1/22/2019 4:37,GET,/image/11947,200,4167
85.239.198.13,1/22/2019 4:37,GET,/image/11926,200,4377
23.101.169.3,1/22/2019 4:37,GET,/image/42/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/40/productTypeMenu,200,11
66.249.66.91,1/22/2019 4:37,GET,/filter/b36%2Cb41%2Cb598%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb35%2Cb321%2Cb5%2Cb261%2Cb442%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb435%2Cb183%2Cb542%2Cb135%2Cb63%2Cb497%2Cb619%2Cb613%2Cb126%2Cb74%2Cb441%2Cb568%2Cb647%2Cb185%2Cb584%2Cb224%2Cb213%2Cb3%2Cb570%2Cb198%2Cb238%2Cb485%2Cb574%2Cb186%2Cb548%2Cstexists%2Cb215%2Cb904%2Cb615%2Cb603%2Cb203%2Cb43%2Cb152%2Cb95%2Cb147%2Cb143%2Cb656%2Cb2%2Cb308%2Cb80%2Cb22%2Cb883%2Cb523%2Cb903%2Cb50,200,41821
207.46.13.136,1/22/2019 4:37,GET,/filter,301,178
23.101.169.3,1/22/2019 4:37,GET,/image/44/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/static/images/guarantees/goodShopping.png,200,6496
23.101.169.3,1/22/2019 4:37,GET,/image/5252/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/31385/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/57/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/static/images/guarantees/bestPrice.png,200,7356
23.101.169.3,1/22/2019 4:37,GET,/static/images/guarantees/warranty.png,200,5807
23.101.169.3,1/22/2019 4:37,GET,/static/images/guarantees/fastDelivery.png,200,7713
23.101.169.3,1/22/2019 4:37,GET,/image/69/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/61/productTypeMenu,200,11
54.36.149.69,1/22/2019 4:37,GET,/filter/p34%2Cv1%7C%D8%B3%D9%81%DB%8C%D8%AF%2Cb3,200,31493
66.249.66.194,1/22/2019 4:37,GET,/search/7110/null,302,0
23.101.169.3,1/22/2019 4:37,GET,/image/5665/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/static/images/guarantees/support.png,200,6454
23.101.169.3,1/22/2019 4:37,GET,/static/images/guarantees/pos.png,200,6465
23.101.169.3,1/22/2019 4:37,GET,/image/6446/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/16827/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/static/images/amp/instagram.png,200,7146
40.77.167.170,1/22/2019 4:37,GET,/customer/register,200,35703
23.101.169.3,1/22/2019 4:37,GET,/image/14464/productTypeMenu,200,11
157.55.39.245,1/22/2019 4:37,GET,/filter,200,35872
23.101.169.3,1/22/2019 4:37,GET,/static/images/third-party/footer.png,200,56076
23.101.169.3,1/22/2019 4:37,GET,/static/images/icons/info.png,200,3736
23.101.169.3,1/22/2019 4:37,GET,/static/images/amp/blog.png,200,3863
23.101.169.3,1/22/2019 4:37,GET,/image/13272/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/13124/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/static/images/amp/telegram.png,200,4859
23.101.169.3,1/22/2019 4:37,GET,/image/10136/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/29044/productTypeMenu,200,11
66.249.66.194,1/22/2019 4:37,GET,/m/search/7110/null,200,16975
172.20.2.174,1/22/2019 4:37,GET,/site/ping,200,4
23.101.169.3,1/22/2019 4:37,GET,/image/13275/productTypeMenu,200,11
5.160.157.20,1/22/2019 4:37,GET,/browse/Power%20and%20voltage%20protection,301,178
23.101.169.3,1/22/2019 4:37,GET,/image/14044/productTypeMenu,200,11
5.160.157.20,1/22/2019 4:37,GET,/browse/car-charger,301,178
66.249.66.91,1/22/2019 4:37,GET,/filter/b703%2Cb36%2Cb41%2Cb598%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb321%2Cb261%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb1%2Cb435%2Cb183%2Cb542%2Cb135%2Cb63%2Cb497%2Cb619%2Cb219%2Cb126%2Cb74%2Cb151%2Cb441%2Cb568%2Cb880%2Cb185%2Cb224%2Cb213%2Cb50%2Cb3%2Cb231%2Cb99%2Cb238%2Cb82%2Cb215%2Cb95%2Cb218%2Cb482%2Cb734%2Cb221,200,40906
5.62.222.160,1/22/2019 4:37,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it,404,0
23.101.169.3,1/22/2019 4:37,GET,/image/11287/productTypeMenu,200,11
23.101.169.3,1/22/2019 4:37,GET,/image/26666/productTypeMenu,200,11
207.46.13.136,1/22/2019 4:37,GET,/filter,200,31298
207.46.13.136,1/22/2019 4:37,GET,/blog/tag/%d9%85%db%8c%da%af%d9%88/feed/,200,1668
66.249.66.91,1/22/2019 4:37,GET,/filter/b481%2Cb226%2Cb570%2Cb80%2Cb270%2Cb903%2Cb883%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb42%2Cb198%2Cb35%2Cb183%2Cb219%2Cb308%2Cb126%2Cb523%2Cb900%2Cb188%2Cb703%2Cb890%2Cb236%2Cb74%2Cb400%2Cb209%2Cb19%2Cb454%2Cb651%2Cb202%2Cb4%2Cb22%2Cb238%2Cb6%2Cb596%2Cb143%2Cb877%2Cb485%2Cb221%2Cb194%2Cb136%2Cb647%2Cb497%2Cb546%2Cb105%2Cb185%2Cb568%2Cb151%2Cb88%2Cb43%2Cb597%2Cb103%2Cb613%2Cb880%2Cb212%2Cb861%2Cb148%2Cb135%2Cb186%2Cb778%2Cb113%2Cb99%2Cb584%2Cb724%2Cb224%2Cb879%2Cb441%2Cb256%2Cb614,200,42092
40.77.167.170,1/22/2019 4:37,GET,/filter/b1%2Cb36%2Cb171%2Cb128%2Cb615%2Cb877,200,37867
66.249.66.194,1/22/2019 4:37,GET,/m/filter/b83%2Cb35,302,0
13.66.139.0,1/22/2019 4:37,GET,/product/25401/52385/%D8%B5%D9%86%D8%AF%D9%84%DB%8C+%D8%BA%D8%B0%D8%A7++%D9%87%D8%A7%DA%A9+++%D9%85%D8%B4%DA%A9%DB%8C+%D9%85%D8%AF%D9%84+Alpha%2B-Blackwashed+%D8%A8%D8%A7+%DA%AF%D8%A7%D8%B1%D8%A7%D9%86%D8%AA%DB%8C+%DB%8C%DA%A9%D8%B3%D8%A7%D9%84%D9%87+%D8%B4%D8%B1%DA%A9%D8%AA%DB%8C,200,41168
5.117.202.46,1/22/2019 4:37,GET,/image/11947,200,4167
207.46.13.136,1/22/2019 4:37,GET,"/filter/b130,b2,b36,p6,t4,t6",200,36004
66.249.66.194,1/22/2019 4:37,GET,"/m/filter/b1,b103,b126,b135,b151,b183,b185,b19,b192,b194,b198,b213,b215,b218,b219,b224,b231,b238,b261,b3,b321,b36,b41,b435,b441,b482,b484,b497,b5,b50,b542,b568,b573,b598,b614,b619,b63,b647,b703,b723,b724,b734,b74,b82,b88,b880,b95,b99",200,26653
66.249.66.194,1/22/2019 4:37,GET,/filter/b83%2Cb35,200,36289
5.45.207.88,1/22/2019 4:37,GET,/product/7127/8590/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D8%B3%D8%B1-%D9%BE%D8%B1%D9%88%D9%85%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-1944AB,403,134
66.249.66.194,1/22/2019 4:37,GET,/m/search/42/b5%2Cb32,302,0
66.249.66.194,1/22/2019 4:37,GET,"/m/filter/b1,b103,b126,b135,b151,b183,b185,b19,b192,b194,b213,b215,b218,b219,b224,b231,b238,b261,b3,b321,b36,b41,b435,b441,b482,b484,b497,b5,b50,b542,b568,b573,b598,b614,b619,b63,b703,b723,b724,b734,b74,b82,b88,b880,b95,b99",200,26792
5.218.170.136,1/22/2019 4:38,GET,/image/33888,200,3975
66.249.66.91,1/22/2019 4:38,GET,/filter/b703%2Cb36%2Cb41%2Cb598%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb321%2Cb261%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb1%2Cb435%2Cb183%2Cb542%2Cb135%2Cb63%2Cb497%2Cb619%2Cb219%2Cb126%2Cb74%2Cb151%2Cb441%2Cb568%2Cb880%2Cb185%2Cb224%2Cb213%2Cb50%2Cb3%2Cb231%2Cb99%2Cb238%2Cb82%2Cb215%2Cb95%2Cb218%2Cb482%2Cb734%2Cb221,200,40772
66.249.66.194,1/22/2019 4:38,GET,/search/42/b5%2Cb32,200,30324
40.77.167.170,1/22/2019 4:38,GET,"/filter/b103,b711,b82",200,37243
66.249.66.91,1/22/2019 4:38,GET,/filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb217%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb648%2Cb454%2Cb147%2Cb258%2Cb883%2Cb603%2Cb203,200,41344
54.36.148.179,1/22/2019 4:38,GET,/filter/1700%7C18%20%D9%88%D9%84%D8%AA%2Cp4510%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C%20%D8%A2%D8%A8%DB%8C,302,0
17.58.102.43,1/22/2019 4:38,GET,/filter/b211%2Cb502%2Cb214%2Cb389%2Cb335%2Cb360%2Cb401%2Cb367%2Cb424%2Cb579%2Cb88%2Cb584%2Cb477%2Cb318%2Cb171%2Cb349%2Cb484%2Cb547%2Cb433%2Cb186%2Cb778,200,38974
207.46.13.136,1/22/2019 4:38,GET,/filter/b194%2Cb620%2Cb95,200,36849
66.249.66.195,1/22/2019 4:38,GET,/product/1901,301,178
5.127.223.190,1/22/2019 4:38,GET,/image/878/brand,200,4300
5.127.223.190,1/22/2019 4:38,GET,/image/874/brand,200,7699
66.249.66.194,1/22/2019 4:38,GET,/product/1901,302,0
5.127.223.190,1/22/2019 4:38,GET,/image/50/brand,200,2905
66.249.66.91,1/22/2019 4:38,GET,/filter/b703%2Cb36%2Cb41%2Cb598%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb321%2Cb5%2Cb261%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb1%2Cb435%2Cb183%2Cb542%2Cb135%2Cb63%2Cb497%2Cb619%2Cb219%2Cb126%2Cb74%2Cb151%2Cb441%2Cb568%2Cb880%2Cb647%2Cb185%2Cb224%2Cb213%2Cb3%2Cb231%2Cb99%2Cb238%2Cb82%2Cb215%2Cb95%2Cb218%2Cb442%2Cb543%2Cb874,200,31976
66.249.66.194,1/22/2019 4:38,GET,/m/filter/b5%2Cb67,200,21453
40.77.167.170,1/22/2019 4:38,GET,"/filter/b221,b35,b57",200,36951
91.99.72.15,1/22/2019 4:38,GET,/product/13029,200,41603
66.249.66.194,1/22/2019 4:38,GET,/image/762/article,200,25775
66.249.66.194,1/22/2019 4:38,GET,/m/product/1901,404,33613
52.7.238.253,1/22/2019 4:38,GET,/,301,178
207.46.13.136,1/22/2019 4:38,GET,/filter,200,34331
91.99.72.15,1/22/2019 4:38,GET,/product/8098,200,41605
91.99.72.15,1/22/2019 4:38,GET,/product/12999,200,40639
66.249.66.91,1/22/2019 4:38,GET,/image/32267,200,4781
66.249.66.194,1/22/2019 4:38,GET,"/m/filter/b105,b113,b118,b126,b135,b136,b147,b168,b188,b192,b209,b213,b215,b217,b218,b221,b226,b249,b258,b32,b35,b4,b400,b41,b442,b454,b482,b523,b542,b548,b574,b597,b598,b6,b603,b645,b648,b656,b67,b679,b703,b723,b724,b74,b8,b820,b854,b88,b880,b883,b95,b99,stexists",200,26676
66.249.66.91,1/22/2019 4:38,GET,/filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb217%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb648%2Cb454%2Cb147%2Cb258%2Cb883%2Cb603%2Cb8,200,41504
52.7.238.253,1/22/2019 4:38,GET,/,200,30731
66.249.66.194,1/22/2019 4:38,GET,/m/filter/p56%2Cb43%2Cb180%2Cb3,302,0
66.249.66.194,1/22/2019 4:38,GET,/filter/p56%2Cb43%2Cb180%2Cb3,302,0
91.99.72.15,1/22/2019 4:38,GET,/product/25901/53211/%D9%85%D8%AE%D9%84%D9%88%D8%B7-%DA%A9%D9%86-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-40986,200,41535
207.46.13.136,1/22/2019 4:38,GET,/blog/zanbil-and-festival-news/%f0%9f%8d%89-%d8%ac%d8%b4%d9%86%d9%88%d8%a7%d8%b1%d9%87-%db%8c%d9%84%d8%af%d8%a7%db%8c-%d8%b3%d8%a7%d9%85%d8%b3%d9%88%d9%86%da%af-%d8%a8%d8%a7-%d9%87%d8%af%d8%a7%db%8c%d8%a7%db%8c-%d9%86%d9%82/,200,24058
192.15.247.191,1/22/2019 4:38,GET,/image/2345/productModel/150x150,200,3984
192.15.247.191,1/22/2019 4:38,GET,/image/2347/productModel/150x150,200,4552
66.249.66.194,1/22/2019 4:38,GET,/filter/p56%2Cb43%2Cb180%2Cb3,200,34262
192.15.247.191,1/22/2019 4:38,GET,/image/60701/productModel/150x150,200,3821
192.15.247.191,1/22/2019 4:38,GET,/image/2353/productModel/150x150,200,3793
5.123.88.42,1/22/2019 4:38,GET,/image/32172,200,3997
83.121.127.147,1/22/2019 4:38,GET,/image/32172,200,3997
66.249.66.194,1/22/2019 4:38,GET,"/m/filter/b1,b103,b105,b113,b126,b135,b136,b143,b148,b151,b152,b183,b185,b186,b188,b19,b194,b198,b20,b202,b209,b212,b219,b22,b221,b224,b226,b236,b238,b249,b270,b308,b35,b4,b400,b42,b43,b441,b454,b481,b485,b497,b523,b546,b568,b570,b584,b596,b597,b6,b613,b647,b651,b701,b703,b723,b724,b74,b778,b80,b861,b877,b879,b88,b880,b883,b890,b900,b903,b99",200,27943
66.249.66.194,1/22/2019 4:38,GET,/product/29630/%D8%AA%D8%B4%DA%A9-%D8%AF%D9%88-%D9%86%D9%81%D8%B1%D9%87-%D8%AE%D9%88%D8%B4%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%AF%D9%84-%D8%A8%D8%A7%D8%B1%D8%A7%D8%A8%D8%A7%D8%B3-%D8%B3%D8%A7%DB%8C%D8%B2-140*200,302,0
66.249.66.91,1/22/2019 4:38,GET,/filter/b481%2Cb226%2Cb570%2Cb80%2Cb270%2Cb903%2Cb883%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb42%2Cb198%2Cb35%2Cb183%2Cb219%2Cb308%2Cb126%2Cb523%2Cb900%2Cb188%2Cb703%2Cb890%2Cb236%2Cb74%2Cb400%2Cb209%2Cb19%2Cb454%2Cb651%2Cb202%2Cb4%2Cb22%2Cb238%2Cb6%2Cb596%2Cb143%2Cb877%2Cb485%2Cb221%2Cb194%2Cb136%2Cb647%2Cb546%2Cb105%2Cb185%2Cb568%2Cb151%2Cb88%2Cb43%2Cb597%2Cb103%2Cb613%2Cb880%2Cb212%2Cb861%2Cb148%2Cb135%2Cb186%2Cb778%2Cb113%2Cb99%2Cb584%2Cb724%2Cb224%2Cb879%2Cb441%2Cb256,200,41963
40.77.167.170,1/22/2019 4:38,GET,/product/31081/%D9%81%D8%B4%D8%A7%D8%B1%D8%B3%D9%86%D8%AC-%D8%A8%D8%A7%D8%B2%D9%88%DB%8C%DB%8C-%D8%A7%D9%85%D8%B3%DB%8C%DA%AF-%D9%85%D8%AF%D9%84-Upper-arm-Blood-Pressure-Monitor-BO79,200,43866
51.15.15.54,1/22/2019 4:38,GET,/blog/home-appliances/big-kitchen-appliances/microwave-oven/,200,21137
66.249.66.91,1/22/2019 4:38,GET,/filter/b481%2Cb226%2Cb570%2Cb80%2Cb270%2Cb903%2Cb883%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb42%2Cb198%2Cb35%2Cb183%2Cb219%2Cb308%2Cb126%2Cb523%2Cb900%2Cb188%2Cb703%2Cb890%2Cb236%2Cb74%2Cb400%2Cb209%2Cb19%2Cb454%2Cb651%2Cb202%2Cb4%2Cb22%2Cb238%2Cb6%2Cb596%2Cb143%2Cb877%2Cb485%2Cb221%2Cb194%2Cb136%2Cb647%2Cb497%2Cb546%2Cb105%2Cb185%2Cb568%2Cb151%2Cb88%2Cb43%2Cb597%2Cb103%2Cb613%2Cb880%2Cb212%2Cb861%2Cb148%2Cb135%2Cb186%2Cb778%2Cb113%2Cb99%2Cb584%2Cb724%2Cb224%2Cb879%2Cb441%2Cb256%2Cb614,200,41911
5.113.18.169,1/22/2019 4:38,GET,/image/11255,200,4184
66.249.66.194,1/22/2019 4:38,GET,/filter/p29%2Cstexists%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C%20%D8%A7%D8%B3%D8%AA%DB%8C%D9%84,302,0
66.249.66.91,1/22/2019 4:38,GET,/static/css/font/wyekan/font.woff,200,28536
207.46.13.136,1/22/2019 4:38,GET,/filter,200,35805
66.249.66.194,1/22/2019 4:38,GET,/m/product/29630/%D8%AA%D8%B4%DA%A9-%D8%AF%D9%88-%D9%86%D9%81%D8%B1%D9%87-%D8%AE%D9%88%D8%B4%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%AF%D9%84-%D8%A8%D8%A7%D8%B1%D8%A7%D8%A8%D8%A7%D8%B3-%D8%B3%D8%A7%DB%8C%D8%B2-140*200,200,20493
66.249.66.91,1/22/2019 4:38,GET,/filter/b481%2Cb226%2Cb570%2Cb80%2Cb270%2Cb903%2Cb883%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb42%2Cb198%2Cb35%2Cb183%2Cb219%2Cb308%2Cb126%2Cb523%2Cb900%2Cb188%2Cb703%2Cb890%2Cb236%2Cb74%2Cb400%2Cb209%2Cb19%2Cb454%2Cb651%2Cb202%2Cb4%2Cb22%2Cb238%2Cb6%2Cb596%2Cb143%2Cb877%2Cb485%2Cb221%2Cb194%2Cb136%2Cb647%2Cb497%2Cb546%2Cb105%2Cb185%2Cb568%2Cb151%2Cb88%2Cb43%2Cb597%2Cb103%2Cb613%2Cb880%2Cb212%2Cb861%2Cb148%2Cb135%2Cb186%2Cb778%2Cb113%2Cb99%2Cb584%2Cb724%2Cb224%2Cb879%2Cb441%2Cb1,200,41927
40.77.167.170,1/22/2019 4:38,GET,/filter/b132%2Cb212%2Cb584%2Cb615%2Cb63,200,37377
192.15.247.191,1/22/2019 4:38,GET,/image/4510/productType/120x90,200,8018
89.36.63.1,1/22/2019 4:38,GET,/product/33954/64716/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-Galaxy-A6-Plus-%282018%29-Dual-64GB-%28A605F-DS%29,302,0
54.36.148.161,1/22/2019 4:38,GET,/product/28532/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D9%84%D8%AA%D9%88-%D9%85%D8%AF%D9%84-LETO-PG-6,200,42546
