Index,ip,timestamp,method,uri,status_code,bytes,Label_Text,Anomaly_Score,request_count,error_4xx_rate,error_5xx_rate,avg_payload_bytes,max_payload_bytes,unique_uri_count,suspicious_flag_count
4679,17.58.102.43,1/22/2019 4:14,GET,"/filter/b211,b408,b228,b320,b591,b401,b254,b225,b450,b424,b280,b503,b406,b186,b50,b648",200,37419,Normal,0.311254553,2,0,0,18798.5,37419,2,0
4680,17.58.102.43,1/22/2019 4:14,GET,/filter/b211%2Cb408%2Cb228%2Cb320%2Cb591%2Cb401%2Cb254%2Cb225%2Cb450%2Cb424%2Cb280%2Cb503%2Cb406%2Cb186%2Cb50%2Cb648,301,178,Normal,0.311254553,2,0,0,18798.5,37419,2,0
4681,54.36.148.91,1/22/2019 4:14,GET,/filter/b874%2Cp1%2Cp17,200,34743,Normal,0.323624527,1,0,0,34743,34743,1,0
4682,31.2.233.112,1/22/2019 4:14,GET,/image/6236/productModel/200x200,200,6345,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4683,31.2.233.112,1/22/2019 4:14,GET,/image/15039/productModel/200x200,200,4092,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4684,207.46.13.136,1/22/2019 4:14,GET,/filter/b1%2Cb243%2Cp38,200,35230,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4685,207.46.13.136,1/22/2019 4:14,GET,"/filter/b13,b145,b169,p51",200,31778,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4686,207.46.13.136,1/22/2019 4:14,GET,"/filter/b1,b157,b196,b36,b615,b63",200,37838,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4687,207.46.13.136,1/22/2019 4:14,GET,/filter/b190%2Cb237%2Cb95,200,36537,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4688,54.36.148.77,1/22/2019 4:14,GET,/product/29725/%D9%85%D8%A8%D9%84-%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C-%D8%B3%D9%87-%D9%86%D9%81%D8%B1%D9%87-%D9%86%DB%8C%D9%84%D9%BE%D8%B1-%D9%85%D8%AF%D9%84-Nilper-Office-Sofa-FB920N3,200,42524,Normal,0.292412433,1,0,0,42524,42524,1,0
4689,54.36.149.66,1/22/2019 4:14,GET,"/filter/p12594,v1|%D9%85%D8%B4%DA%A9%DB%8C%20%D9%86%D9%82%D8%B1%D9%87%20%D8%A7%DB%8C,v1|%D9%86%D9%82%D8%B1%D9%87%20%D8%A7%DB%8C%20%DA%86%D9%86%D8%AF%20%D8%B1%D9%86%DA%AF",200,32907,Normal,0.329551113,1,0,0,32907,32907,1,0
4690,5.200.112.161,1/22/2019 4:14,GET,/image/8979,200,2624,Normal,0.332143491,1,0,0,2624,2624,1,0
4691,54.36.149.73,1/22/2019 4:14,GET,"/filter/5968|Eau%20de%20Toilette%20(EDT),p6446,rt1000000",200,33825,Normal,0.327227134,1,0,0,33825,33825,1,0
4692,54.36.149.86,1/22/2019 4:14,GET,/filter/p26668%2Cv1%7C%20%20%D9%85%D8%B4%DA%A9%DB%8C%2Cv1%7C%D8%B7%D9%88%D8%B3%DB%8C%20%D8%B3%D8%A8%D8%B2,302,0,Normal,0.334568123,1,0,0,0,0,1,0
4693,207.46.13.136,1/22/2019 4:14,GET,"/filter/b20,b5",200,35395,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4694,34.247.132.53,1/22/2019 4:14,GET,/,200,29533,Normal,0.326173068,1,0,0,29533,29533,1,0
4695,66.249.66.194,1/22/2019 4:14,GET,/filter,302,0,Normal,0.174068049,32,0.0625,0,20441.90625,42656,29,0
4696,92.50.38.130,1/22/2019 4:14,GET,/image/34290,200,4328,Normal,0.340504568,1,0,0,4328,4328,1,0
4697,188.159.234.60,1/22/2019 4:14,GET,/m/filter/p28609%2Cb135%2Cb148%2Cb231,200,18590,Normal,0.287975489,9,0,0,9009.444444,28536,9,0
4698,188.159.234.60,1/22/2019 4:14,GET,/amp-helper-frame.html,200,133,Normal,0.287975489,9,0,0,9009.444444,28536,9,0
4699,66.249.66.194,1/22/2019 4:14,GET,/m/product/15482/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88%D8%B1%D8%B2%D8%B4%DB%8C-%D8%B3%D9%88%D9%86%D8%AA%D9%88-%D9%85%D8%AF%D9%84-X-LANDER-ss012926110,200,20080,Normal,0.174068049,32,0.0625,0,20441.90625,42656,29,0
4700,66.249.66.194,1/22/2019 4:14,GET,"/m/filter/b103,b126,b136,b143,b148,b183,b185,b188,b192,b198,b202,b216,b218,b221,b226,b236,b249,b256,b261,b270,b3,b308,b32,b36,b4,b41,b42,b43,b441,b454,b481,b484,b523,b548,b570,b573,b598,b6,b613,b614,b63,b647,b651,b701,b703,b874,b879,b88,b880,b883,b890,b900,b903,b99,stexists",200,27129,Normal,0.174068049,32,0.0625,0,20441.90625,42656,29,0
4701,66.249.66.194,1/22/2019 4:14,GET,/product/15482/%D8%B3%D8%A7%D8%B9%D8%AA-%D9%88%D8%B1%D8%B2%D8%B4%DB%8C-%D8%B3%D9%88%D9%86%D8%AA%D9%88-%D9%85%D8%AF%D9%84-X-LANDER-ss012926110,302,0,Normal,0.174068049,32,0.0625,0,20441.90625,42656,29,0
4702,66.249.66.194,1/22/2019 4:14,GET,/product/22600/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%A8%DA%A9%D9%88-%D9%85%D8%AF%D9%84-Beko-Bottom-Freezer-CN161230DX,200,42656,Normal,0.174068049,32,0.0625,0,20441.90625,42656,29,0
4703,31.2.233.112,1/22/2019 4:14,GET,/image/400/brand,200,2317,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4704,31.2.233.112,1/22/2019 4:14,GET,/image/218/brand,200,2269,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4705,207.46.13.136,1/22/2019 4:14,GET,"/filter/b185,b226,b249",200,37203,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4706,31.2.233.112,1/22/2019 4:14,GET,/image/57710/productModel/200x200,200,3574,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4707,54.36.149.11,1/22/2019 4:14,GET,/filter/p6446%2Crf1000000%2Crt2000000%2Ct165,200,33964,Normal,0.326630762,1,0,0,33964,33964,1,0
4708,207.46.13.136,1/22/2019 4:14,GET,/filter,200,29581,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4709,83.122.180.216,1/22/2019 4:14,GET,/image/33888,200,3975,Normal,0.329529922,2,0,0,3634.5,3975,2,0
4710,31.2.233.112,1/22/2019 4:14,GET,/static/images/amp/blog.png,200,3863,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4711,31.2.233.112,1/22/2019 4:14,GET,/static/images/amp/telegram.png,200,4859,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4712,31.2.233.112,1/22/2019 4:14,GET,/static/images/amp/instagram.png,200,7146,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4713,31.2.233.112,1/22/2019 4:14,GET,/static/images/amp/third-party/footer-mobile.png,200,62894,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4714,63.143.42.246,1/22/2019 4:14,HEAD,/,301,0,Normal,0.321881582,2,0,0,0,0,1,0
4715,207.46.13.136,1/22/2019 4:14,GET,"/filter/b1,b5,p53",200,32546,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4716,207.46.13.136,1/22/2019 4:14,GET,"/filter/b213,b351,b647",200,36256,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4717,207.46.13.136,1/22/2019 4:14,GET,/image/29412,200,32591,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4718,207.46.13.136,1/22/2019 4:14,GET,/image/29412,301,178,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4719,207.46.13.115,1/22/2019 4:14,GET,/image/59043/productModel/100x100,200,1374,Normal,0.285547074,4,0,0,1284.75,1374,4,0
4720,207.46.13.115,1/22/2019 4:14,GET,/image/58990/productModel/100x100,200,1294,Normal,0.285547074,4,0,0,1284.75,1374,4,0
4721,207.46.13.136,1/22/2019 4:14,GET,/filter/b1%2Cb3%2Cb8%2Cp5506,200,35822,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4722,207.46.13.136,1/22/2019 4:14,GET,/filter/b1%2Cb149%2Cb36%2Cb55%2Cp5506%2Cb315,200,36320,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4723,207.46.13.136,1/22/2019 4:14,GET,"/filter/b118,b213,b548,stexists",200,37418,Normal,0.265935114,16,0,0,32994.25,39106,15,0
4724,83.122.180.216,1/22/2019 4:14,GET,/image/27142,200,3294,Normal,0.329529922,2,0,0,3634.5,3975,2,0
4725,31.2.233.112,1/22/2019 4:14,GET,/image/49032/productModel/200x200,200,4379,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4726,66.249.66.194,1/22/2019 4:14,GET,"/m/filter/b186,b484",200,21960,Normal,0.174068049,32,0.0625,0,20441.90625,42656,29,0
4727,63.143.42.246,1/22/2019 4:14,HEAD,/,200,0,Normal,0.321881582,2,0,0,0,0,1,0
4728,188.159.234.60,1/22/2019 4:14,GET,/static/images/guarantees/goodShopping.png,200,6496,Normal,0.287975489,9,0,0,9009.444444,28536,9,0
4729,31.2.233.112,1/22/2019 4:14,GET,/image/43/brand,200,2376,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4730,92.114.72.115,1/22/2019 4:14,GET,/image/33888,200,3975,Normal,0.314780349,3,0,0,3812,4167,3,0
4731,54.36.149.22,1/22/2019 4:14,GET,/filter/p48%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C%20%D8%A2%D8%A8%DB%8C%2Cv1%7C%D8%B7%D9%88%D8%B3%DB%8C,200,32896,Normal,0.329551113,1,0,0,32896,32896,1,0
4732,31.2.233.112,1/22/2019 4:14,GET,/image/3/brand,200,2885,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4733,92.114.72.115,1/22/2019 4:14,GET,/image/27142,200,3294,Normal,0.314780349,3,0,0,3812,4167,3,0
4734,31.2.233.112,1/22/2019 4:14,GET,/image/148/productTypeType,200,11082,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4735,54.36.149.218,1/22/2019 4:14,GET,/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2,200,32536,Normal,0.329985814,1,0,0,32536,32536,1,0
4736,51.15.15.54,1/22/2019 4:14,GET,/blog/medicine-and-health/massager/chair-massage/,200,20465,Normal,0.30476088,2,0,0,20450,20465,2,0
4737,51.15.15.54,1/22/2019 4:14,GET,/blog/medicine-and-health/massager/mini-massager/,200,20435,Normal,0.30476088,2,0,0,20450,20465,2,0
4738,31.2.233.112,1/22/2019 4:14,GET,/image/183/brand,200,2286,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4739,31.2.233.112,1/22/2019 4:14,GET,/image/819/mainSlideMobile,200,60190,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4740,54.36.148.58,1/22/2019 4:14,GET,/filter/p19%2Crf6000000%2Cv1%7C%D8%B3%D9%81%DB%8C%D8%AF.,302,0,Normal,0.334568123,1,0,0,0,0,1,0
4741,92.114.72.115,1/22/2019 4:14,GET,/image/11947,200,4167,Normal,0.314780349,3,0,0,3812,4167,3,0
4742,31.2.233.112,1/22/2019 4:14,GET,/image/146/productTypeType,200,11054,Normal,0.221841084,27,0,0,9385.074074,62894,27,0
4743,66.249.66.91,1/22/2019 4:15,GET,/filter/b481%2Cb874%2Cb36%2Cb226%2Cb570%2Cb598%2Cb180%2Cb615%2Cb185%2Cb880%2Cb878%2Cb270%2Cb903%2Cb883%2Cb99%2Cb261%2Cb152%2Cb249%2Cb701%2Cb723%2Cb42%2Cb183%2Cb88%2Cb219%2Cb202%2Cb308%2Cb103%2Cb1%2Cb2%2Cb126%2Cb523%2Cb904%2Cb192%2Cb703%2Cb890%2Cb105%2Cb231%2Cb258%2Cb209%2Cb186%2Cb221%2Cb778%2Cb482%2Cb41%2Cb238%2Cb19%2Cb435%2Cb648%2Cb724%2Cb548%2Cb74%2Cb8%2Cb614%2Cb135%2Cb80%2Cb224%2Cb5%2Cb198%2Cb542%2Cb67%2Cb441%2Cp5506,200,33902,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4744,66.249.66.91,1/22/2019 4:15,GET,/filter/b481%2Cb874%2Cb226%2Cb570%2Cb598%2Cstexists%2Cb880%2Cb270%2Cb883%2Cb99%2Cb261%2Cb249%2Cb20%2Cb701%2Cb42%2Cb879%2Cb548%2Cb183%2Cb88%2Cb308%2Cb103%2Cb1%2Cb126%2Cb523%2Cb900%2Cb192%2Cb188%2Cb703%2Cb890%2Cb148%2Cb256%2Cb651%2Cb41%2Cb647%2Cb22%2Cb613%2Cb6%2Cb221%2Cb36%2Cb614%2Cb3%2Cb216%2Cb218%2Cb136%2Cb573%2Cb151%2Cb185%2Cb32%2Cb441%2Cb143%2Cb648%2Cb203%2Cb877%2Cb209%2Cb231%2Cb485%2Cb147%2Cb484%2Cb878%2Cb186,200,40611,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4745,66.249.66.91,1/22/2019 4:15,GET,/filter/b703%2Cb36%2Cb41%2Cb598%2Cb168%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb321%2Cb5%2Cb261%2Cb442%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb1%2Cb435%2Cb183%2Cb542%2Cb135%2Cb878%2Cb63%2Cb497%2Cb619%2Cb219%2Cb126%2Cb74%2Cb151%2Cb441%2Cb568%2Cb880%2Cb647%2Cb185%2Cb224%2Cb213%2Cb50%2Cb3%2Cb231%2Cb99%2Cb238%2Cb82%2Cb215%2Cb95%2Cb218%2Cb118%2Cb543,200,40883,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4746,207.46.13.136,1/22/2019 4:15,GET,/filter/b3%2Cb70%2Cb99,200,37139,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4747,51.15.15.54,1/22/2019 4:15,GET,/blog/accessories/jewelry/men-jewelry/men-ring/,200,20834,Normal,0.308838605,1,0,0,20834,20834,1,0
4748,66.249.66.91,1/22/2019 4:15,GET,/image/7579,200,6456,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4749,66.249.66.91,1/22/2019 4:15,GET,/filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb194%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb435%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb216%2Cb217%2Cb152%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb648%2Cb701%2Cb20%2Cb573%2Cb647%2Cb874%2Cb883,200,40643,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4750,66.249.66.91,1/22/2019 4:15,GET,/filter/b703%2Cb36%2Cb41%2Cb598%2Cb168%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb321%2Cb5%2Cb261%2Cb442%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb1%2Cb435%2Cb183%2Cb542%2Cb135%2Cb878%2Cb63%2Cb497%2Cb619%2Cb219%2Cb126%2Cb74%2Cb151%2Cb441%2Cb568%2Cb880%2Cb647%2Cb185%2Cb224%2Cb213%2Cb50%2Cb3%2Cb231%2Cb99%2Cb238%2Cb82%2Cb215%2Cb95%2Cb218%2Cb118%2Cb543,200,40626,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4751,66.249.66.91,1/22/2019 4:15,GET,/filter/b481%2Cb226%2Cb570%2Cb598%2Cstexists%2Cb880%2Cb270%2Cb883%2Cb99%2Cb261%2Cb249%2Cb20%2Cb701%2Cb42%2Cb879%2Cb548%2Cb183%2Cb88%2Cb308%2Cb103%2Cb1%2Cb126%2Cb523%2Cb192%2Cb188%2Cb703%2Cb890%2Cb148%2Cb256%2Cb454%2Cb651%2Cb41%2Cb647%2Cb22%2Cb613%2Cb6%2Cb221%2Cb36%2Cb614%2Cb3%2Cb216%2Cb218%2Cb136%2Cb573%2Cb151%2Cb185%2Cb32%2Cb441%2Cb143%2Cb648%2Cb203%2Cb877%2Cb209%2Cb231%2Cb485%2Cb147,200,41317,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4752,66.249.66.91,1/22/2019 4:15,GET,/filter/b481%2Cb226%2Cb570%2Cb598%2Cstexists%2Cb880%2Cb270%2Cb883%2Cb99%2Cb261%2Cb249%2Cb20%2Cb701%2Cb42%2Cb879%2Cb548%2Cb183%2Cb88%2Cb308%2Cb103%2Cb1%2Cb126%2Cb523%2Cb192%2Cb188%2Cb703%2Cb890%2Cb148%2Cb256%2Cb454%2Cb651%2Cb41%2Cb647%2Cb22%2Cb613%2Cb6%2Cb221%2Cb36%2Cb614%2Cb3%2Cb216%2Cb218%2Cb136%2Cb573%2Cb151%2Cb185%2Cb32%2Cb441%2Cb143%2Cb648%2Cb203%2Cb877%2Cb209%2Cb231%2Cb485%2Cb147,200,40603,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4753,66.249.66.91,1/22/2019 4:15,GET,/filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb194%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb435%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb216%2Cb217%2Cb152%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb648%2Cb701%2Cb20%2Cb573%2Cb36,200,41340,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4754,66.249.66.91,1/22/2019 4:15,GET,/filter/p4510%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C%20%D8%B2%D8%B1%D8%AF,200,32763,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4755,66.249.66.91,1/22/2019 4:15,GET,/image/17584,200,6753,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4756,66.249.66.91,1/22/2019 4:15,GET,/filter/b481%2Cb874%2Cb226%2Cb570%2Cb598%2Cstexists%2Cb880%2Cb270%2Cb903%2Cb883%2Cb99%2Cb261%2Cb249%2Cb701%2Cb42%2Cb879%2Cb198%2Cb548%2Cb183%2Cb88%2Cb308%2Cb103%2Cb126%2Cb523%2Cb900%2Cb192%2Cb188%2Cb703%2Cb890%2Cb148%2Cb236%2Cb256%2Cb454%2Cb651%2Cb41%2Cb202%2Cb647%2Cb4%2Cb613%2Cb6%2Cb221%2Cb36%2Cb614%2Cb3%2Cb216%2Cb218%2Cb43%2Cb136%2Cb573%2Cb185%2Cb32%2Cb441%2Cb484%2Cb143%2Cb63%2Cb20,200,41591,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4757,207.46.13.136,1/22/2019 4:15,GET,"/filter/b1,b103,b105,b109,b111,b113,b135,b144,b176,b186,b221,b261,b291,b481,b52,b598,b614,b615,b647,b77,b83,b880",200,38899,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4758,207.46.13.136,1/22/2019 4:15,GET,/filter/b1%2Cb210%2Cb284%2Cb36%2Cp6213%2Cb221,200,35421,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4759,66.249.66.91,1/22/2019 4:15,GET,/image/60001/productModel/150x150,200,2416,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4760,207.46.13.136,1/22/2019 4:15,GET,"/filter/b180,b20,b43,b613",200,37503,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4761,207.46.13.136,1/22/2019 4:15,GET,"/filter/b1,b118,b227,b36,b98,p5506",200,37062,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4762,207.46.13.136,1/22/2019 4:15,GET,"/filter/b1,b223,b263,b36,p1",200,38425,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4763,54.36.149.12,1/22/2019 4:15,GET,"/filter/b132,b173,b185,p10",200,32439,Normal,0.329750783,1,0,0,32439,32439,1,0
4764,5.117.242.204,1/22/2019 4:15,GET,/settings/logo,200,4120,Normal,0.310895004,3,0,0,7415.333333,18126,3,0
4765,5.117.242.204,1/22/2019 4:15,GET,/basket/storeShippingAddress,302,0,Normal,0.310895004,3,0,0,7415.333333,18126,3,0
4766,5.117.242.204,1/22/2019 4:15,GET,/basket/checkout,200,18126,Normal,0.310895004,3,0,0,7415.333333,18126,3,0
4767,31.2.233.112,1/22/2019 4:15,GET,/image/6223/productModel/200x200,200,4642,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4768,31.2.233.112,1/22/2019 4:15,GET,/image/57712/productModel/200x200,200,3713,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4769,54.36.149.40,1/22/2019 4:15,GET,"/filter/p6001,stexists,rf2000000,rt3000000",200,33678,Normal,0.327227134,1,0,0,33678,33678,1,0
4770,31.2.233.112,1/22/2019 4:15,GET,/image/57713/productModel/200x200,200,3823,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4771,31.2.233.112,1/22/2019 4:15,GET,/image/54327/productModel/200x200,200,4014,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4772,31.2.233.112,1/22/2019 4:15,GET,/image/7432/productModel/200x200,200,6593,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4773,31.2.233.112,1/22/2019 4:15,GET,/image/64036/productModel/200x200,200,6538,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4774,31.2.233.112,1/22/2019 4:15,GET,/image/49037/productModel/200x200,200,4559,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4775,31.2.233.112,1/22/2019 4:15,GET,/image/44972/productModel/200x200,200,6361,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4776,159.65.45.244,1/22/2019 4:15,GET,/image/33888,200,3975,Normal,0.343122912,1,0,0,3975,3975,1,0
4777,31.2.233.112,1/22/2019 4:15,GET,/image/8442/productModel/200x200,200,4195,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4778,31.2.233.112,1/22/2019 4:15,GET,/settings/logo,200,4120,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4779,31.2.233.112,1/22/2019 4:15,GET,/image/44095/productModel/200x200,200,4903,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4780,31.2.233.112,1/22/2019 4:15,GET,/m/filter/p5666%2Ct146%2Cb3,200,19099,Normal,0.21385048,27,0,0,6284.333333,19466,25,0
4781,54.36.149.102,1/22/2019 4:15,GET,/filter/p13519%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C,302,0,Normal,0.334568123,1,0,0,0,0,1,0
4782,207.46.13.136,1/22/2019 4:15,GET,/product/5334/%D8%A8%D8%AE%D8%A7%D8%B1%DB%8C-%DA%AF%D8%A7%D8%B2%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D8%AF%D9%88%D8%AF%DA%A9%D8%B4-%D8%A2%D8%A8%D8%B3%D8%A7%D9%84-%D9%85%D8%AF%D9%84-Aabsal-Gas-Heater-437G,200,46111,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4783,207.46.13.136,1/22/2019 4:15,GET,/filter,200,29278,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4784,207.46.13.136,1/22/2019 4:15,GET,"/filter/b1,b103,b105,b109,b111,b113,b135,b144,b176,b180,b186,b261,b291,b497,b52,b598,b77,b83,b99",200,38009,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4785,207.46.13.136,1/22/2019 4:15,GET,"/filter/b1,b103,b105,b109,b111,b113,b135,b144,b176,b186,b213,b221,b261,b291,b454,b481,b52,b598,b615,b63,b77,b83",200,39087,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4786,207.46.13.136,1/22/2019 4:15,GET,"/filter/b1,b123,b126,b135,b208,b361,b43,b454,b50,b571,b732,b77",200,37480,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4787,207.46.13.136,1/22/2019 4:15,GET,"/filter/b1,b103,b105,b109,b111,b113,b135,b136,b144,b176,b186,b221,b261,b291,b481,b52,b598,b615,b703,b724,b77,b83",200,39060,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4788,207.46.13.136,1/22/2019 4:15,GET,/image/get,200,19529,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4789,207.46.13.136,1/22/2019 4:15,GET,"/filter/p65,v36|26,v36|72",200,30255,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4790,207.46.13.136,1/22/2019 4:15,GET,"/filter/281|Celeron,b18,b19,p52",200,29101,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4791,207.46.13.136,1/22/2019 4:15,GET,/filter/b148%2Cb1%2Cb80%2Cb19%2Cb542%2Cb249,200,37907,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4792,207.46.13.136,1/22/2019 4:15,GET,"/filter/b1,b103,b105,b109,b111,b113,b135,b144,b168,b176,b186,b221,b261,b291,b481,b52,b573,b598,b615,b647,b77,b83",200,39139,Normal,0.253229614,17,0,0,35847.35294,46111,17,0
4793,66.249.66.91,1/22/2019 4:15,GET,/filter/b481%2Cb874%2Cb226%2Cb570%2Cb598%2Cstexists%2Cb880%2Cb270%2Cb903%2Cb883%2Cb99%2Cb261%2Cb249%2Cb701%2Cb42%2Cb879%2Cb198%2Cb548%2Cb183%2Cb88%2Cb308%2Cb103%2Cb126%2Cb523%2Cb900%2Cb192%2Cb188%2Cb703%2Cb890%2Cb148%2Cb236%2Cb256%2Cb454%2Cb651%2Cb41%2Cb202%2Cb647%2Cb4%2Cb613%2Cb6%2Cb221%2Cb36%2Cb614%2Cb3%2Cb216%2Cb218%2Cb43%2Cb136%2Cb573%2Cb185%2Cb32%2Cb441%2Cb484%2Cb143%2Cb63%2Cb20,200,40609,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
4794,5.218.183.113,1/22/2019 4:15,GET,/image/33888,200,3975,Normal,0.343122912,1,0,0,3975,3975,1,0
4795,66.249.66.91,1/22/2019 4:15,GET,/filter/b481%2Cb226%2Cb570%2Cb80%2Cb270%2Cb903%2Cb883%2Cb152%2Cb249%2Cb20%2Cb701%2Cb723%2Cb42%2Cb198%2Cb35%2Cb183%2Cb219%2Cb308%2Cb523%2Cb900%2Cb188%2Cb703%2Cb890%2Cb236%2Cb74%2Cb400%2Cb209%2Cb19%2Cb454%2Cb651%2Cb202%2Cb4%2Cb22%2Cb238%2Cb6%2Cb596%2Cb143%2Cb877%2Cb485%2Cb221%2Cb194%2Cb136%2Cb647%2Cb497%2Cb546%2Cb105%2Cb185%2Cb568%2Cb151%2Cb88%2Cb43%2Cb597%2Cb103%2Cb613%2Cb880%2Cb212%2Cb861%2Cb148%2Cb135%2Cb186%2Cb778%2Cb113%2Cb99%2Cb584%2Cb724%2Cb224,200,40663,Normal,0.243575856,24,0,0,33608.91667,41701,19,0
